City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
389,antofagasta,-23.65,-70.4,17.6,73,49,2.63,CL,1729347682
390,fortuna,40.5982,-124.1573,5.51,93,0,3.6,US,1729347842
391,fisterra,42.9049,-9.2629,17.82,98,100,5.49,ES,1729347843
392,kimbe,-5.5502,150.1429,24.45,93,99,1.82,PG,1729347844
393,alice springs,-23.7,133.8833,22.75,38,0,2.57,AU,1729347845
394,manokwari,-0.8667,134.0833,26.27,82,99,1.56,ID,1729347846
395,yaring,6.8662,101.3689,26.19,84,49,2.42,TH,1729347847
396,prince george,53.9166,-122.753,6.69,83,100,8.23,CA,1729347849
397,port augusta,-32.5,137.7667,15.65,64,10,3.68,AU,1729347850
398,veraval,20.9,70.3667,28.63,80,59,3.02,IN,1729347851
399,santa ana de yacuma,-13.75,-65.4333,21.97,94,100,4.12,BO,1729347852
400,piti village,13.4626,144.6933,28.03,86,20,3.6,GU,1729347853
401,mili,6.0815,171.735,28.33,77,100,4.78,MH,1729347854
402,yemva,62.59,50.8594,5.8,88,100,2.92,RU,1729347855
403,shimoda,34.6667,138.95,23.08,89,100,5.19,JP,1729347856
404,chongju,39.6933,125.2103,3.81,43,0,4.73,KP,1729347857
405,selfoss,63.9331,-20.9971,6.14,85,100,9.65,IS,1729347858
406,katsuura,35.1333,140.3,24.12,86,100,5.46,JP,1729347861
407,humberto de campos,-2.5983,-43.4611,35.54,38,0,3.44,BR,1729347862
408,pisco,-13.7,-76.2167,17.79,88,100,1.54,PE,1729347863
409,puerto lempira,15.2667,-83.7667,27.08,78,75,0.0,HN,1729347864
410,los osos,35.3111,-120.8324,14.27,49,85,2.93,US,1729347865
411,moree,-29.4667,149.85,17.16,65,0,3.36,AU,1729347866
412,enewetak,11.3474,162.3373,28.64,78,100,5.8,MH,1729347867
413,ambon,-3.6954,128.1814,27.71,95,20,2.06,ID,1729347868
